Nome: BERTIOGA
Codigo Estacao: A765
Latitude: -23.84472221
Longitude: -46.14333333
Altitude: 5
Situacao: Operante
Data Inicial: 2024-01-01
Data Final: 2025-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2025-02-03;43,8;1009,3;null;30,3;25,9;23,8;99,4;93;null;null;
2025-02-04;0;1010,9;null;30,9;26;23,5;99,7;83;null;null;
2025-02-05;42,4;1010,8;null;31,3;26,6;22,6;99,2;87;null;null;
2025-02-06;0;1011,1;null;33,6;28,2;23,5;99,9;80;null;null;
2025-02-07;0;1011,8;null;32,3;27,7;23,3;98,1;84;null;null;
2025-02-08;18,8;1014,2;null;31;27,4;24,2;99,8;78;null;null;
2025-02-09;0;1015;null;31;27,2;23,8;100;79;null;null;
2025-02-10;0;1013,4;null;30,5;26,7;23,4;99,2;79;null;null;
2025-02-11;0;1010,8;null;33,5;28,1;24,1;98,7;94;null;null;
2025-02-12;0;1010;null;35,8;28,4;24;94,8;89;null;null;
2025-02-13;0;1011,6;null;32,4;28;25,4;93,2;74;null;null;
2025-02-14;0;1011,9;25,8;30,1;26,9;25,3;98,6;85;null;null;
2025-02-15;26,2;1010,9;null;31,2;27,1;23,3;null;93;null;null;
2025-02-16;0;1010,2;null;32,3;28,8;25,6;null;96;null;null;
2025-02-17;0;1009;null;38;31,4;25,9;77,4;63;null;null;
2025-02-18;0;1010,6;null;32,3;28,5;25,1;null;83;null;null;
2025-02-19;158,8;1012,5;null;31,2;26;22,2;100;77;null;null;
2025-02-20;0;1013,2;26,4;30,6;27,1;25,7;100;93;null;null;
2025-02-21;,6;1015,4;null;30,5;27,3;25,1;100;100;null;null;
2025-02-22;16,8;1015,5;null;30,1;26,8;24,9;99,7;92;null;null;
2025-02-23;6;1014,6;null;30,6;26,9;23,5;99,7;91;null;null;
2025-02-24;0;1014,2;null;31,8;28,1;24,2;100;96;null;null;
2025-02-25;0;1014,9;null;32,2;28,2;24,4;100;73;null;null;
2025-02-26;0;1014,5;null;32,6;28,4;24,8;100;100;null;null;
2025-02-27;0;1013,6;null;31,4;27,2;23,8;98,2;83;null;null;
2025-02-28;0;1014,4;null;31,3;27,3;24,1;100;88;null;null;
2025-03-01;0;1015;null;31,2;27,3;23,8;99,9;93;null;null;
2025-03-02;0;1015;null;30,7;27,2;24,1;99,8;88;null;null;
2025-03-03;0;1015,6;null;30,9;26,8;23,4;98,4;85;null;null;
2025-03-04;0;1015,4;null;30,6;26,9;23,6;97,8;74;null;null;
2025-03-05;0;1015,9;null;30,1;26,2;23,4;95,2;76;null;null;
2025-03-06;0;1018,1;null;29,6;25,8;22,6;97,7;82;null;null;
2025-03-07;0;1018,8;null;30,2;25,6;22,2;98;81;null;null;
2025-03-08;0;1016,4;null;29,2;25,6;22,7;97,4;76;null;null;
2025-03-09;0;1012,5;23,9;29,5;25,3;22,3;97,9;85;null;null;
2025-03-10;0;1013,1;null;30;25,8;23;98,2;84;null;null;
2025-03-11;0;1015;24,3;28,6;25,2;22,8;96,5;84;null;null;
2025-03-12;2;1015,2;24,3;28,7;25;22,7;98,3;86;null;null;
2025-03-13;2,2;1013;24,5;29,3;25,3;23;99;85;null;null;
2025-03-14;,2;1012,4;24,3;29;25,5;23,6;95,5;83;null;null;
2025-03-15;,2;1014,1;24,4;28,2;25,2;23,2;96,5;82;null;null;
2025-03-16;1;1016,8;23,6;25,8;23,6;23,3;100;91;null;null;
2025-03-17;,6;1017,2;23,5;28,1;24,5;22,3;95,2;77;null;null;
2025-03-18;,2;1013,7;23,7;27,5;24,5;22;96;80;null;null;
2025-03-19;0;1013,6;23,5;27,2;23,8;22,5;98,3;79;null;null;
2025-03-20;,8;1016,9;22;27,9;23,9;20,7;92,4;69;null;null;
2025-03-21;3,2;1017,7;22,1;28,6;24,5;21,3;90,8;71;null;null;
2025-03-22;1,8;1015,8;22,6;29,3;24,7;20,9;94,4;71;null;null;
2025-03-23;,4;1013,4;23,9;28;24,5;21,8;97,3;85;null;null;
2025-03-24;,8;1011,9;24;29,3;25,3;22,1;97,2;85;null;null;
2025-03-25;0;1013;24,4;29,7;25,6;22,9;97,3;84;null;null;
2025-03-26;0;1014,5;24,5;28,8;25,5;23,1;97,7;83;null;null;
2025-03-27;2,4;1014,3;23,5;29,6;25,3;22,2;96,1;82;null;null;
2025-03-28;,2;1012,6;null;29,7;25,9;22,8;99,4;81;null;null;
2025-03-29;,2;1011,8;null;30;26,1;22,7;96,9;82;null;null;
2025-03-30;,4;1012,3;24,2;29,2;25,9;22,8;94,6;76;null;null;
2025-03-31;,4;1013,3;24,6;29,8;25,9;23,4;97,7;79;null;null;
2025-04-01;,2;1014,1;null;30,6;26,5;23,1;98,6;87;null;null;
2025-04-02;0;1012,7;null;30,5;26,6;23,3;99,5;91;null;null;
2025-04-03;10;1010,8;null;34;27,6;24,5;97,2;91;null;null;
2025-04-04;3,6;1014,7;25,2;28,3;25,6;24,4;98,8;91;null;null;
2025-04-05;50,6;1023,4;20,7;25;21,4;19,3;96,3;75;null;null;
2025-04-06;8,2;1024,1;19,8;26,3;21,7;19,3;90,5;59;null;null;
2025-04-07;4,2;1020,5;19,8;27,5;22,6;19,4;87,2;56;null;null;
2025-04-08;7;1016,5;20;27,1;22,3;18,2;87,8;62;null;null;
2025-04-09;,8;1013,1;22,6;29,5;24;20,7;97,7;80;null;null;
2025-04-10;1,2;1012,8;23,1;26,3;23,3;21,4;98,6;87;null;null;
2025-04-11;6,6;1013,5;22,1;27,7;23,2;19,8;94,9;75;null;null;
2025-04-12;2;1014,4;22,3;27,9;24;20,7;92,6;69;null;null;
2025-04-13;0;1012,9;22,6;28,5;24,3;20,9;96,8;65;null;null;
2025-04-14;18,6;1013,9;22,7;24,9;22,9;22;99;86;null;null;
2025-04-15;17;1015,2;21,5;26,7;22,9;20,2;92,6;69;null;null;
2025-04-16;4;1013;23;26,8;23,6;21,5;96,8;82;null;null;
2025-04-17;1,6;1014,6;23,1;27,9;24,3;21,3;93,6;76;null;null;
2025-04-18;,4;1014,5;23,1;28;24,4;21,3;95,5;72;null;null;
2025-04-19;0;1012;23,8;28,2;24,4;22,5;98,2;85;null;null;
2025-04-20;21,4;1013,2;22,6;25,3;22,9;21,6;98,6;85;null;null;
2025-04-21;6,8;1014,9;21,2;22,6;21,2;20,8;99,9;95;null;null;
2025-04-22;2,6;1015,7;19,9;25,8;21,8;19,6;89,9;64;null;null;
2025-04-23;3,4;1015,3;20,5;25,6;22,1;19,6;91,8;67;null;null;
2025-04-24;1,6;1012,4;21,8;27,2;22,6;20,5;96,7;75;null;null;
2025-04-25;,6;1011,3;21,4;22,6;21,4;20,6;100;100;null;null;
2025-04-26;,4;1011,5;21,7;27,2;22,8;20,2;93,9;73;null;null;
2025-04-27;,4;1011,4;22,4;26,8;23,1;20,4;96,3;75;null;null;
2025-04-28;,2;1009,8;22,5;28,3;23;21,6;98,7;80;null;null;
2025-04-29;,4;1014;20,5;25;21,9;19,9;92,4;63;null;null;
2025-04-30;,2;1016,5;19,6;25,4;21,8;19,8;88,8;59;null;null;
2025-05-01;,2;1018,4;19,5;25,8;21,8;19;88,1;60;null;null;
2025-05-02;,2;1018,8;19,6;25,9;21,9;18,2;88,2;57;null;null;
2025-05-03;,2;1018;19,4;26;21,3;17,8;89,6;62;null;null;
2025-05-04;,2;1018,5;20,3;26,1;21,9;19,2;91,7;68;null;null;
2025-05-05;0;1019;19,2;26,2;21,6;17,7;87,6;57;null;null;
2025-05-06;,2;1017;20,1;26,7;21,9;18,3;90,7;61;null;null;
2025-05-07;0;1016,4;21,1;26,6;22,4;19,1;92,6;68;null;null;
2025-05-08;,2;1015,1;22,2;27,4;23,3;19,7;95;75;null;null;
2025-05-09;0;1011,2;null;34,4;26,9;21,7;88,8;53;null;null;
2025-05-10;0;1015,5;22;29,5;24,5;23,2;92,7;54;null;null;
2025-05-11;0;1022,7;19,4;23;20,1;19;96,3;82;null;null;
2025-05-12;0;1023,5;19,8;24,7;20,9;18,8;94,3;68;null;null;
2025-05-13;,2;1021,9;20,2;25,3;21,7;19,1;91,8;71;null;null;
2025-05-14;0;1021,5;19,2;26,2;21,7;18,7;87,1;59;null;null;
2025-05-15;0;1021,7;18,3;25,8;20,8;17;87,5;53;null;null;
2025-05-16;0;1020,9;19,4;26,2;21,6;18;88,8;58;null;null;
2025-05-17;0;1019,2;20,3;25,8;21,6;18;93,2;66;null;null;
2025-05-18;0;1017,4;21,1;26,3;22,1;18,6;94,5;70;null;null;
2025-05-19;0;1016,5;20,7;29,7;22,9;18,9;93,9;58;null;null;
2025-05-20;0;1016,6;20,8;26,9;22,4;18,2;91,3;69;null;null;
2025-05-21;0;1017;21,9;26,3;22,6;20,2;95,8;79;null;null;
2025-05-22;0;1017,6;22,3;25,7;22,8;21,2;97;79;null;null;
2025-05-23;0;1020,1;21;22,7;21,6;20,5;96,7;86;null;null;
2025-05-24;,2;1022,1;20;23;21,1;20;93,8;75;null;null;
2025-05-25;0;1020,6;18,1;25,2;20,4;16,2;88,4;56;null;null;
2025-05-26;0;1018,2;20,1;25,4;21,1;17,6;94,5;76;null;null;
2025-05-27;0;1016,1;20,1;29,2;22,5;18,7;93,4;56;null;null;
2025-05-28;0;1012,6;null;31,8;27;20,5;65,2;52;null;null;
2025-05-29;0;1016,2;15,8;29,9;23,2;19,6;67,5;36;null;null;
2025-05-30;0;1021,1;15,4;22,4;17,9;14;86,9;52;null;null;
2025-05-31;0;1020,3;17,8;22,4;19,7;16,5;89,7;68;null;null;
2025-06-01;null;1021,3;19,2;24,5;20,6;17,6;92,6;69;null;null;
2025-06-02;null;1023,2;19,9;23,3;20,9;19,2;94,3;76;null;null;
2025-06-03;null;1019,8;20,4;24,1;21;19,5;96,5;73;null;null;
2025-06-04;null;1015,8;19,1;25,9;20,9;17;90,9;62;null;null;
2025-06-05;null;1015,7;20,6;27,1;21,5;19,2;95,5;66;null;null;
2025-06-06;null;1017;20,5;23,4;20,9;19,2;98,1;84;null;null;
2025-06-07;null;1017;20,5;24,4;21,3;19,4;95,3;79;null;null;
2025-06-08;null;1013,5;20,4;24,9;21,6;19,5;93,4;63;null;null;
2025-06-09;null;1015,8;19,2;21,1;19,4;18,1;98,8;87;null;null;
2025-06-10;null;1018,9;17,9;21,3;18,5;16,9;96,9;78;null;null;
2025-06-11;null;1021,6;16,1;21,4;18,1;16,6;89,1;60;null;null;
2025-06-12;null;1023,6;15,1;20,7;16,6;14,8;92;62;null;null;
2025-06-13;null;1023,7;14,5;23,2;17,1;12,7;86,8;54;null;null;
2025-06-14;null;1022,7;14,8;23;17,5;13,2;87;52;null;null;
2025-06-15;null;1018,4;13,4;26,2;20,7;14,7;66;38;null;null;
2025-06-16;null;1021,2;17,1;25,8;19,5;15,3;87,9;51;null;null;
2025-06-17;null;1021;17,9;23,6;19;14,7;94;74;null;null;
2025-06-18;null;1019,5;16,8;30;21,6;16,1;84,4;41;null;null;
2025-06-19;null;1019,2;18,5;27;20,6;15,8;90,6;54;null;null;
2025-06-20;null;1017,1;19,8;24,5;20,7;17,8;95;80;null;null;
2025-06-21;null;1013,4;18,4;24,2;21,6;18,2;83,1;51;null;null;
2025-06-22;null;1012,9;19,6;23,7;20,3;17,9;95,9;82;null;null;
2025-06-23;null;1008,1;null;31,8;25,4;19,3;71,8;45;null;null;
2025-06-24;null;1016,8;15,1;21,2;17,4;15,5;87,9;58;null;null;
2025-06-25;null;1021,7;12,3;21,1;15,2;10,7;85,4;52;null;null;
2025-06-26;null;1016,5;16,6;25;18,7;13,5;89,1;58;null;null;
2025-06-27;null;1018,8;20;22,4;20;16,6;99,7;92;null;null;
2025-06-28;null;1020,2;19,7;22,5;20,1;18,7;98;87;null;null;
2025-06-29;null;1014,1;null;33;24,9;17,9;79,4;46;null;null;
2025-06-30;null;1020,5;19,6;22,7;19,6;19,1;99,8;92;null;null;
2025-07-01;null;1024,9;17,4;18,7;17,4;17,5;100;100;null;null;
2025-07-02;null;1028,4;15,1;16;15,1;14,4;100;98;null;null;
2025-07-03;null;1028,1;15,4;16,7;15,5;14,6;99,3;92;null;null;
2025-07-04;null;1026,8;16,3;20,9;17,5;15,1;93,4;73;null;null;
2025-07-05;null;1024,5;15,8;21,5;17,3;13,2;91,9;65;null;null;
2025-07-06;null;1022,9;15,9;21,6;17,4;14,4;92;68;null;null;
2025-07-07;null;1024,4;16,7;21,9;18,6;16;90,1;62;null;null;
2025-07-08;null;1022,5;16,9;22;17,9;14,6;94,3;70;null;null;
2025-07-09;null;1025,1;16,1;21,6;17,3;14;93,5;70;null;null;
2025-07-10;null;1026,6;17,8;21,1;18,8;15,6;94,5;78;null;null;
2025-07-11;null;1025,8;18,3;22,5;19,4;17,2;93,6;68;null;null;
2025-07-12;null;1025,2;19,3;23,5;19,9;18;96,5;77;null;null;
2025-07-13;null;1025,1;17,9;23,7;19,6;16,9;91,1;63;null;null;
2025-07-14;null;1024,7;16,7;22,5;18;14,8;92,9;65;null;null;
2025-07-15;null;1022,9;15,7;22,7;17,4;13,4;90,6;64;null;null;
2025-07-16;null;1021,1;15,6;22,6;17,1;13;91,6;69;null;null;
2025-07-17;null;1017,5;14,6;25,8;18,6;13,1;81,3;39;null;null;
2025-07-18;null;1016,8;15,9;21,1;18,1;15,7;87,4;57;null;null;
2025-07-19;null;1022,3;14;22,3;16,6;12,1;86,4;51;null;null;
2025-07-20;null;1022,4;16,3;22,6;18,6;14,5;88;58;null;null;
2025-07-21;null;1019,3;17,2;23,3;19,3;16,1;89,1;60;null;null;
2025-07-22;null;1017,2;18;23;18,8;15,8;95,4;78;null;null;
2025-07-23;null;1020,8;16,6;23,8;18,7;14,9;88,7;59;null;null;
2025-07-24;null;1022;18,1;23,2;19,2;16,6;93,8;68;null;null;
2025-07-25;null;1019,3;19,1;21,8;19,4;17,5;98;86;null;null;
2025-07-26;null;1018,8;18,6;23,7;19,9;17;92,5;71;null;null;
2025-07-27;null;1015;18,8;23,5;19,6;17;95,3;71;null;null;
2025-07-28;null;1009,3;null;30,6;26,2;18,2;63,4;36;null;null;
2025-07-29;null;1018,5;12,8;27,3;19,5;17,2;67,2;41;null;null;
2025-07-30;null;1023,4;12,9;19,5;15,3;12,7;87,4;56;null;null;
2025-07-31;null;1026;14;20,7;16,6;13;85,7;62;null;null;
2025-08-01;null;1025,1;15,2;22,8;17,9;13,3;86;55;null;null;
2025-08-02;null;1021,8;16,6;23,6;18,1;13,8;91,6;65;null;null;
2025-08-03;null;1018,3;16;29,1;19,7;14,2;85,4;31;null;null;
2025-08-04;null;1020,6;17,1;22,6;18,7;14,7;90,9;74;null;null;
2025-08-05;null;1023,2;17,8;22,6;19,2;17;92,5;74;null;null;
2025-08-06;null;1022,8;17,9;20,3;18,6;17,1;96;84;null;null;
2025-08-07;null;1018,9;18;21,5;18,7;16,2;95,8;77;null;null;
2025-08-08;null;1013,9;18,2;21,5;19;16,1;95,7;83;null;null;
2025-08-09;null;1017,2;15,5;19,1;16,6;15,6;93,7;76;null;null;
2025-08-10;null;1021,2;13,7;19,1;15,7;12,4;88,3;69;null;null;
2025-08-11;null;1021,7;14;21,6;16,5;13,7;86,8;55;null;null;
2025-08-12;null;1020,6;14,6;20,8;16,7;13,3;88,7;64;null;null;
2025-08-13;null;1018,8;15,5;22,4;17,6;13,3;88,9;63;null;null;
2025-08-14;null;1022,2;15,5;22,2;17,4;12,2;89,8;64;null;null;
2025-08-15;null;1025;16,4;21,6;18,2;14,6;90,3;70;null;null;
2025-08-16;null;1022,4;18,4;20,4;18,8;17;97,6;81;null;null;
2025-08-17;null;1020;18,6;22,4;19,5;17,2;95;77;null;null;
2025-08-18;null;1021,1;18;23,5;18,9;15,6;94,6;69;null;null;
2025-08-19;null;1018,9;18,6;23,7;20;17;92,5;70;null;null;
2025-08-20;null;1014,9;19;28;21,6;18,1;87,6;51;null;null;
2025-08-21;null;1015,6;19,4;28,7;22,9;18,8;88,8;56;null;null;
2025-08-22;null;1015;19,9;24,2;20,8;17,6;95,2;80;null;null;
2025-08-23;null;1011,4;null;37,5;26,7;19,4;77,8;34;null;null;
2025-08-24;null;1019,1;18,9;29,8;20,2;19,2;94,6;32;null;null;
2025-08-25;null;1022;17,9;20,3;18,3;17,7;97,3;83;null;null;
2025-08-26;null;1023,3;17,3;19,9;17,7;15,9;97,9;81;null;null;
2025-08-27;null;1022,8;18,5;19,9;18,5;17,9;99,9;95;null;null;
2025-08-28;null;1022,9;18,7;20,6;19;18;98,2;88;null;null;
2025-08-29;null;1021;19;20,9;19,1;18;99,4;92;null;null;
2025-08-30;null;1021,9;19,3;22,9;19,9;18,2;96,5;83;null;null;
2025-08-31;null;1022,3;18,6;24,4;20,3;16,1;90,4;70;null;null;
2025-09-01;null;1023,3;20,4;23,7;21,9;19,6;91;80;null;null;
2025-09-02;null;1022,3;19,9;25;21,4;18,4;91,4;74;null;null;
2025-09-03;null;1019,9;19,3;25,8;21,3;17,7;89,5;65;null;null;
2025-09-04;null;1016,7;19,1;29,9;22,2;17,6;88,1;48;null;null;
2025-09-05;null;1017,7;19,6;23;20,3;18,3;95,9;81;null;null;
2025-09-06;null;1021,6;18,7;20,1;18,8;18,3;100;98;null;null;
2025-09-07;null;1022,8;19,2;20,2;19,2;17,6;99,8;96;null;null;
2025-09-08;null;1019;19,9;23,7;20,8;18,4;95;82;null;null;
2025-09-09;null;1011,9;19,2;31,6;24,6;19,5;77,6;49;null;null;
2025-09-10;null;1019,2;18,2;23,3;20;16,8;89,7;72;null;null;
2025-09-11;null;1019,7;18;23,4;20,3;17,3;87,7;63;null;null;
2025-09-12;null;1020,3;18,4;22,2;19,8;17,1;91,8;74;null;null;
2025-09-13;null;1021,1;18,2;23,9;20,5;18,4;87;63;null;null;
2025-09-14;null;1020,5;18;23,4;20,6;17,4;85,8;67;null;null;
2025-09-15;null;1018,1;19,4;24,6;21,3;17,4;90,2;67;null;null;
2025-09-16;null;1015,2;21;23,2;21,3;20,4;97,9;84;null;null;
2025-09-17;null;1017;19,3;26,5;21,7;19;88;57;null;null;
2025-09-18;null;1018,8;19,7;25,3;21,2;18,5;92,1;70;null;null;
2025-09-19;null;1016,2;20,6;25,1;22;19,7;92,5;72;null;null;
2025-09-20;null;1012,9;20,8;26,3;22,3;19,3;91,8;72;null;null;
2025-09-21;null;1005,9;null;38,9;28,5;20,3;69,5;23;null;null;
2025-09-22;null;1006;21,7;28,8;23,6;21,9;92,4;52;null;null;
2025-09-23;null;1019,4;18;26,4;20,2;18;88,2;59;null;null;
2025-09-24;null;1026,2;18,6;20,6;19,3;18,7;95,8;73;null;null;
2025-09-25;null;1028,6;17,6;20,2;18,3;17,6;96,4;76;null;null;
2025-09-26;null;1026,6;15,3;21,6;18,7;15,8;82;60;null;null;
2025-09-27;null;1022,6;16;23,9;20;16,6;79;56;null;null;
2025-09-28;null;1018,4;16,5;26,2;19,2;14,7;85,6;57;null;null;
2025-09-29;null;1017,7;19,1;26,1;21,1;17,3;89,6;65;null;null;
2025-09-30;null;1018,1;19,7;23,5;21,1;19,1;92,5;74;null;null;
2025-10-01;null;1018,6;20,1;26,8;22,2;18,6;89,5;68;null;null;
2025-10-02;null;1020,8;20,7;24;21,3;19,9;96,3;79;null;null;
2025-10-03;null;1018,4;20,7;25,1;22;19,5;92,5;78;null;null;
2025-10-04;null;1017,6;21,3;24,3;22,2;20,3;94,9;83;null;null;
2025-10-05;null;1013,6;null;29,7;23,8;19,1;93,5;71;null;null;
2025-10-06;null;1008,5;null;37,3;26,5;20,8;86,3;28;null;null;
2025-10-07;null;1015,5;21,1;26,5;21,6;21,4;96,6;78;9,5;2,1;
2025-10-08;null;1021,2;18,1;19,1;18,1;17,2;100;91;8,9;2;
2025-10-09;null;1021,9;18;21,7;19,2;17,3;92,7;81;9,1;2;
2025-10-10;null;1019;18,9;21,4;19,1;17,6;98,8;81;4,1;,9;
2025-10-11;null;1016,1;19,5;24,1;20,5;18,1;94;75;5,2;1,2;
2025-10-12;null;1011,8;20,5;25,3;21,6;17,9;93,8;81;6,7;1,1;
2025-10-13;null;1007,6;21;30,3;24,8;21,2;84,8;58;10,3;1,6;
2025-10-14;null;1013,6;20,1;28;24,3;21,5;81,2;48;8,9;1,9;
2025-10-15;null;1019,1;20,5;23,6;21,6;20,8;93,9;83;5,9;1,5;
2025-10-16;null;1016,3;20,1;24,1;21,6;19,5;92,1;73;5,5;1,2;
2025-10-17;null;1012,3;20,9;27;22,6;19,2;90,4;71;6,1;1,2;
2025-10-18;null;1009,5;22,4;27,5;22,9;21,1;97,5;64;11,1;1,5;
2025-10-19;null;1019,3;17,5;22,2;18,4;16,3;94,8;72;11,7;1,7;
2025-10-20;null;1024,4;14,6;23,1;19,2;15,6;76,8;50;9,7;2,2;
2025-10-21;null;1026,2;15,1;23,9;19,2;15,2;78,8;54;11;2,4;
2025-10-22;null;1025,8;15,4;24,2;20,6;16,6;73,1;53;10,9;2,3;
2025-10-23;null;1023,9;16,2;24,8;20;14,7;80,3;57;8,9;1,8;
2025-10-24;null;1021,2;17,1;25;20,6;16;82;60;7,1;1,6;
2025-10-25;null;1015,9;18,2;27,7;21,7;16,3;82,4;51;6,3;1,6;
2025-10-26;null;1011,7;20;29,9;23;18,6;92,6;70;8,3;1,4;
2025-10-27;null;1015,2;21,3;24,4;21,9;20,4;96,4;81;4,2;1;
2025-10-28;null;1017,1;20,7;22,7;20,7;20,2;99,9;96;4,6;,8;
2025-10-29;null;1013,6;21;27;21,5;19,6;97,3;80;12,3;1,3;
2025-10-30;null;1018;19;22,2;19,7;18,8;95,8;74;7,9;1,3;
2025-10-31;null;1016,3;19,4;22,2;19,8;18,3;97,3;82;5,2;,8;
2025-11-01;null;1015;19,9;24,1;20,8;17,7;94,9;81;5,4;1,1;
2025-11-02;null;1011,6;21,4;26,4;21,7;19,9;97,9;70;8,9;1,1;
2025-11-03;null;1010,4;21,8;25,1;22,4;20,5;96,6;82;4,8;1,2;
2025-11-04;null;1012,4;21,8;25,3;22,4;20,1;96,2;85;7,1;1,4;
2025-11-05;null;1009,8;22,3;28,6;24;20,6;93,6;75;5,8;1,2;
2025-11-06;null;1015,9;20,5;25;21,2;19,6;95,7;79;10,5;1,2;
2025-11-07;null;1012,3;18,7;23,4;20,6;18,7;89,3;72;9,1;1,9;
2025-11-08;null;1003,3;null;32,9;24,7;19,1;89,6;60;21,2;4,2;
2025-11-09;null;1017,1;18,7;22,4;19,8;18,5;93,9;77;9,9;1,5;
2025-11-10;null;1020,3;17,5;24,3;20,6;18;84,2;62;6,8;1,5;
2025-11-11;null;1019,5;17,2;24,8;21;16,8;80,7;59;7,1;1,7;
2025-11-12;null;1016,2;18,3;26,4;21,4;16,4;84,4;54;6,9;1,5;
2025-11-13;null;1015,3;20,5;25,8;22,2;19;90,5;70;6,9;1,2;
2025-11-14;null;1017,7;21;25,2;22,5;19,8;92;74;7,5;1,2;
2025-11-15;null;1016,5;21;27;22,6;19,8;91,5;67;7,3;1,2;
2025-11-16;null;1011,2;22,8;26,7;23,4;21,4;96,8;83;4,3;,9;
2025-11-17;null;1008,2;22,9;29,8;25,1;22;91;66;6,9;1;
2025-11-18;null;1007;22,1;25,6;22,5;20,8;97,8;82;8,6;1,3;
2025-11-19;null;1009,3;18,9;28,2;22,9;18,3;85,6;52;12,4;1,4;
2025-11-20;null;1015,6;18,1;26,1;22,6;19,5;78,5;47;8,1;2;
2025-11-21;null;1013,6;18,4;26,3;22,2;17,1;80,8;49;7,5;1,5;
2025-11-22;null;1011,8;20,8;28,7;23,3;19,5;91,3;67;9,1;1,4;
2025-11-23;null;1014,1;22;23,4;22,1;21,5;99,8;90;4;1;
2025-11-24;null;1012,5;21,4;23;21,5;20;99,8;93;8,4;1,5;
2025-11-25;null;1013,2;19,4;26,5;22;18,3;86,3;57;8,1;1,5;
2025-11-26;null;1015,3;19,3;25,4;21,7;17,9;87,5;68;7,8;1,5;
2025-11-27;null;1016,1;18,6;24,6;21;16,9;87,2;67;6,5;1,3;
2025-11-28;null;1012,7;20,8;25,4;22,8;20,5;89,4;71;5;1;
2025-11-29;null;1009,7;null;28,5;23,3;17,9;91,5;68;7,2;1,4;
2025-11-30;null;1010,6;21,4;26,8;23,4;19,4;90;73;6;1,4;
2025-12-01;null;1009,7;22,9;26,8;24,3;22,8;92,9;76;6,7;1,4;
2025-12-02;null;null;null;null;null;22,6;96,5;80;6,7;null;
2025-12-03;null;1008,7;22,5;27,3;23,9;21,1;94,6;77;6,8;1,3;
2025-12-04;null;1011,9;21,4;25,7;23,5;22,3;88,5;68;7,5;1,3;
2025-12-05;null;1013,4;21;26;23,3;20,6;87,8;70;6,6;1,5;
2025-12-06;null;1013,3;21,5;27,7;23,8;20;89,7;71;5,7;1,3;
2025-12-07;null;1012,5;22,6;26,9;23,8;20,9;94,3;75;5,9;1,1;
2025-12-08;null;1011,3;23,6;27,5;24,5;22,5;95,5;81;4,6;1;
2025-12-09;null;1004,9;23,8;28,1;25,1;22,9;95,7;71;10,1;1,3;
2025-12-10;null;997,9;null;34,2;30,1;23;null;56;27;5,4;
2025-12-11;null;1002,4;null;34,5;29,7;28,3;null;73;21,1;3,7;
2025-12-12;null;1006,2;19,7;31,8;24,2;19,3;88,1;35;10,5;1,2;
2025-12-13;null;1006,2;22,3;30,2;24,3;21,5;89,7;56;8,3;1,5;
2025-12-14;2,6;1007,8;23,4;28;25;23,2;91,8;72;4,5;1;
2025-12-15;0;1007,1;23,7;29,5;26,2;23,1;87,1;70;5,8;1,2;
2025-12-16;0;1006,1;24;35,9;27,4;23,7;84,5;47;9,8;1,4;
2025-12-17;92,2;1014,9;19,8;24,3;21,9;21,1;88,7;66;10,9;1,3;
2025-12-18;,6;1014,2;18,8;26,5;23;19,7;78,6;61;5,9;1,5;
2025-12-19;0;1013,6;21,2;26,3;23,7;21,5;86,6;71;8;1,6;
2025-12-20;1,2;1014,4;22,1;27,6;24,3;22;88;68;9,3;1,8;
2025-12-21;0;1012,7;22,1;29,7;25,1;20,8;84,6;58;6,5;1,3;
2025-12-22;0;1010,4;22,7;30,5;26,2;21,9;82,7;57;6,2;1,5;
2025-12-23;0;1010;23;32,2;27,2;23,2;79,7;50;6,8;1,5;
2025-12-24;0;1009,5;23,4;34,3;28;23,2;78,1;53;6,6;1,3;
2025-12-25;0;1009,4;23,6;31,5;27,9;24,1;78,5;59;7,8;1,7;
2025-12-26;1,8;1010,4;24,8;32,3;28,4;25,5;81,1;61;6,8;1,6;
2025-12-27;,2;1011,2;24,9;30,7;27,1;24,1;88,1;72;7;1,2;
2025-12-28;0;1009,5;24,6;31,8;27,9;23,9;83,4;60;7,1;1,5;
2025-12-29;0;1009,6;24,7;31,7;27,5;24,6;85,3;63;7,5;1,5;
2025-12-30;5,6;1010,2;25,2;30,6;27,4;24,1;88,4;67;6,6;1,5;
2025-12-31;3,2;1010,7;25,2;31,5;27,2;24,6;89,6;67;12,3;1,2;

